epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
371,8729.35,1.33356,0.70015,0.83534,0.84987,0.66983,0.73832,0.43232,1.38938,0.69264,0.83131,0.006337,0.006337,0.006337
372,8752.66,1.3313,0.704,0.837,0.84973,0.66966,0.73805,0.43205,1.38963,0.6926,0.83125,0.0063271,0.0063271,0.0063271
373,8776.19,1.32494,0.69205,0.83592,0.85156,0.66706,0.73825,0.43194,1.38975,0.6923,0.83119,0.0063172,0.0063172,0.0063172
374,8799.54,1.32695,0.69282,0.8338,0.85132,0.66748,0.73797,0.43216,1.38875,0.69311,0.83108,0.0063073,0.0063073,0.0063073
375,8822.35,1.3172,0.68958,0.83351,0.85098,0.66749,0.73825,0.43231,1.39044,0.69336,0.83114,0.0062974,0.0062974,0.0062974
376,8845.62,1.32097,0.69041,0.83051,0.85099,0.66793,0.73823,0.43168,1.39052,0.69293,0.83111,0.0062875,0.0062875,0.0062875
377,8868.69,1.32519,0.69497,0.83564,0.85198,0.66791,0.73802,0.43228,1.39004,0.69222,0.83116,0.0062776,0.0062776,0.0062776
378,8891.74,1.32246,0.68629,0.83508,0.85114,0.66793,0.73844,0.4328,1.38978,0.69267,0.83114,0.0062677,0.0062677,0.0062677
379,8915.29,1.33387,0.69207,0.83625,0.85005,0.66793,0.73818,0.43217,1.39096,0.69294,0.83122,0.0062578,0.0062578,0.0062578
380,8938.29,1.32802,0.69353,0.83405,0.85114,0.66749,0.73818,0.43239,1.39085,0.6933,0.8312,0.0062479,0.0062479,0.0062479
381,8961.07,1.32156,0.68884,0.83456,0.8504,0.66749,0.73868,0.43165,1.39038,0.69209,0.83112,0.006238,0.006238,0.006238
382,8984.42,1.31781,0.6821,0.83414,0.85184,0.66532,0.73936,0.43271,1.39249,0.69198,0.83111,0.0062281,0.0062281,0.0062281
383,9007.3,1.31619,0.69006,0.8337,0.85014,0.66752,0.73868,0.43248,1.39137,0.69309,0.831,0.0062182,0.0062182,0.0062182
384,9030.71,1.31969,0.68681,0.83343,0.8499,0.66749,0.73873,0.43227,1.39099,0.69256,0.8311,0.0062083,0.0062083,0.0062083
385,9054.1,1.31673,0.68759,0.83521,0.85273,0.66541,0.7393,0.4329,1.39067,0.69184,0.83117,0.0061984,0.0061984,0.0061984
386,9077.74,1.32976,0.69153,0.83631,0.85126,0.66706,0.73901,0.43281,1.38957,0.69155,0.83118,0.0061885,0.0061885,0.0061885
387,9100.61,1.30578,0.68434,0.83288,0.86178,0.67284,0.74747,0.43394,1.39057,0.69072,0.83112,0.0061786,0.0061786,0.0061786
388,9123.58,1.31378,0.68309,0.83588,0.86135,0.67298,0.74805,0.43314,1.39081,0.69054,0.83118,0.0061687,0.0061687,0.0061687
389,9146.4,1.3196,0.68732,0.83209,0.86144,0.67272,0.74785,0.43622,1.39053,0.69025,0.83123,0.0061588,0.0061588,0.0061588
390,9168.98,1.31831,0.68889,0.83259,0.86122,0.67298,0.74779,0.43478,1.38965,0.68861,0.83118,0.0061489,0.0061489,0.0061489
391,9191.99,1.3066,0.67664,0.83591,0.86155,0.67324,0.74838,0.43532,1.39013,0.68903,0.83127,0.006139,0.006139,0.006139
392,9215.68,1.31853,0.68361,0.83319,0.86163,0.67217,0.74778,0.43616,1.39086,0.6885,0.83117,0.0061291,0.0061291,0.0061291
393,9239.17,1.32078,0.69249,0.83691,0.86173,0.67209,0.74763,0.43652,1.39089,0.68869,0.8313,0.0061192,0.0061192,0.0061192
394,9262.48,1.31434,0.69134,0.83421,0.86264,0.6722,0.74776,0.43506,1.39043,0.68863,0.83127,0.0061093,0.0061093,0.0061093
395,9285.78,1.30783,0.68916,0.83263,0.86733,0.66938,0.74779,0.43675,1.39109,0.68781,0.83115,0.0060994,0.0060994,0.0060994
396,9309.4,1.32085,0.69099,0.83407,0.86786,0.66925,0.74801,0.43659,1.39139,0.68765,0.83108,0.0060895,0.0060895,0.0060895
397,9332.2,1.31416,0.68196,0.83108,0.86825,0.66925,0.74814,0.43516,1.3912,0.68843,0.83115,0.0060796,0.0060796,0.0060796
398,9355.36,1.30366,0.68718,0.83043,0.86841,0.66925,0.74821,0.43588,1.39117,0.68716,0.83114,0.0060697,0.0060697,0.0060697
399,9378.56,1.30042,0.6839,0.83012,0.86768,0.66925,0.74862,0.43468,1.39006,0.68687,0.83102,0.0060598,0.0060598,0.0060598
400,9401.19,1.3237,0.67912,0.83419,0.86848,0.66925,0.74864,0.43501,1.39124,0.68601,0.83126,0.0060499,0.0060499,0.0060499
401,9424.15,1.31133,0.69107,0.83323,0.8679,0.66925,0.74865,0.4331,1.39099,0.68701,0.83111,0.00604,0.00604,0.00604
402,9448.01,1.29708,0.67219,0.83281,0.86836,0.66952,0.74934,0.43502,1.39116,0.68628,0.83124,0.0060301,0.0060301,0.0060301
403,9471.31,1.30926,0.68392,0.83299,0.8722,0.66968,0.74937,0.43498,1.39033,0.68622,0.83113,0.0060202,0.0060202,0.0060202
404,9494.21,1.30384,0.67483,0.83265,0.86895,0.66968,0.74922,0.43491,1.39036,0.68676,0.83123,0.0060103,0.0060103,0.0060103
405,9517.26,1.31066,0.68509,0.83185,0.86987,0.67012,0.74953,0.43781,1.39068,0.68697,0.8312,0.0060004,0.0060004,0.0060004
406,9540.44,1.30745,0.67904,0.83272,0.87048,0.67013,0.74891,0.43807,1.39111,0.6872,0.83115,0.0059905,0.0059905,0.0059905
407,9564.03,1.30798,0.67636,0.8332,0.87191,0.67013,0.74941,0.43529,1.39167,0.68724,0.83109,0.0059806,0.0059806,0.0059806
408,9587.43,1.29786,0.68011,0.83163,0.87199,0.67072,0.74979,0.43612,1.39123,0.68657,0.8312,0.0059707,0.0059707,0.0059707
409,9610.37,1.30317,0.67586,0.83321,0.87192,0.67028,0.74954,0.43559,1.39147,0.68556,0.83118,0.0059608,0.0059608,0.0059608
410,9633.27,1.29944,0.67773,0.83195,0.87183,0.67088,0.74966,0.43435,1.39104,0.68634,0.8311,0.0059509,0.0059509,0.0059509
411,9656.36,1.30591,0.68249,0.83373,0.87272,0.67111,0.75026,0.43345,1.39191,0.68562,0.83106,0.005941,0.005941,0.005941
412,9680.48,1.28732,0.66862,0.83033,0.87336,0.67125,0.75008,0.43335,1.39125,0.68617,0.83107,0.0059311,0.0059311,0.0059311
413,9704.11,1.28654,0.67369,0.83003,0.87302,0.6708,0.74919,0.43403,1.39019,0.68633,0.83112,0.0059212,0.0059212,0.0059212
414,9727.4,1.29774,0.68608,0.83341,0.87347,0.67123,0.75027,0.43458,1.38903,0.68448,0.83101,0.0059113,0.0059113,0.0059113
415,9751.16,1.28852,0.67214,0.8322,0.87349,0.67138,0.75007,0.43339,1.38891,0.68398,0.83102,0.0059014,0.0059014,0.0059014
416,9774.38,1.30162,0.67166,0.83222,0.88136,0.67197,0.75071,0.43378,1.38994,0.68272,0.83104,0.0058915,0.0058915,0.0058915
417,9796.69,1.29383,0.67368,0.83238,0.88078,0.67211,0.75088,0.43198,1.39011,0.68082,0.83103,0.0058816,0.0058816,0.0058816
418,9819.62,1.27636,0.66903,0.83029,0.88158,0.67174,0.75097,0.43315,1.38982,0.68077,0.83095,0.0058717,0.0058717,0.0058717
419,9842.53,1.2942,0.67026,0.83105,0.88155,0.67144,0.75101,0.43288,1.38749,0.68032,0.83095,0.0058618,0.0058618,0.0058618
420,9865.84,1.27328,0.6612,0.82875,0.88215,0.67099,0.75016,0.43403,1.38793,0.68045,0.83099,0.0058519,0.0058519,0.0058519
421,9889.08,1.28649,0.67052,0.8296,0.88201,0.67099,0.75074,0.43526,1.38874,0.67943,0.831,0.005842,0.005842,0.005842
422,9911.48,1.30331,0.66907,0.83122,0.88165,0.67119,0.75044,0.43352,1.3882,0.67882,0.83103,0.0058321,0.0058321,0.0058321
423,9935.32,1.28335,0.66242,0.82969,0.88188,0.67185,0.75063,0.43484,1.38835,0.67904,0.83104,0.0058222,0.0058222,0.0058222
424,9958.96,1.28123,0.6698,0.82934,0.88106,0.67194,0.75075,0.43582,1.3879,0.67829,0.83103,0.0058123,0.0058123,0.0058123
425,9982.16,1.27627,0.65933,0.83077,0.88469,0.67012,0.7508,0.43531,1.38823,0.67734,0.83104,0.0058024,0.0058024,0.0058024
426,10005.6,1.28458,0.67163,0.82882,0.88416,0.67058,0.75113,0.43783,1.38807,0.67742,0.83103,0.0057925,0.0057925,0.0057925
427,10028.9,1.29268,0.67219,0.83338,0.88394,0.67055,0.75099,0.43678,1.38927,0.67623,0.83114,0.0057826,0.0057826,0.0057826
428,10051.8,1.29825,0.6732,0.83207,0.88343,0.67055,0.75163,0.43748,1.38988,0.677,0.83117,0.0057727,0.0057727,0.0057727
429,10075.4,1.28257,0.66096,0.83261,0.88361,0.67055,0.75202,0.43539,1.38976,0.67662,0.8311,0.0057628,0.0057628,0.0057628
430,10098.6,1.28742,0.66591,0.82998,0.88391,0.67074,0.75184,0.43604,1.39103,0.67683,0.8311,0.0057529,0.0057529,0.0057529
431,10121.4,1.26987,0.65499,0.83058,0.88389,0.67072,0.75178,0.43796,1.39042,0.67548,0.83119,0.005743,0.005743,0.005743
432,10144.6,1.28987,0.67444,0.82972,0.88409,0.67055,0.7523,0.43713,1.39047,0.67575,0.83123,0.0057331,0.0057331,0.0057331
433,10167.4,1.28373,0.66562,0.8324,0.88419,0.67012,0.75255,0.43725,1.38989,0.67508,0.83108,0.0057232,0.0057232,0.0057232
434,10190.4,1.29779,0.67226,0.83262,0.88477,0.67012,0.75255,0.43741,1.38912,0.67489,0.83119,0.0057133,0.0057133,0.0057133
435,10213.4,1.27196,0.659,0.83037,0.88496,0.67072,0.75322,0.43687,1.38851,0.67366,0.83116,0.0057034,0.0057034,0.0057034
436,10235.9,1.2828,0.66579,0.83008,0.88484,0.67012,0.75269,0.43736,1.39022,0.67288,0.83108,0.0056935,0.0056935,0.0056935
437,10258.7,1.26614,0.65607,0.83035,0.88557,0.67012,0.75288,0.43834,1.38859,0.67193,0.83114,0.0056836,0.0056836,0.0056836
438,10282.4,1.28697,0.67005,0.83105,0.88572,0.67017,0.75285,0.4373,1.38932,0.6721,0.8311,0.0056737,0.0056737,0.0056737
439,10305.4,1.28335,0.66377,0.82967,0.88714,0.67012,0.75319,0.43746,1.38932,0.67169,0.83112,0.0056638,0.0056638,0.0056638
440,10329.5,1.28585,0.66577,0.83238,0.88756,0.67013,0.75353,0.4367,1.38844,0.67174,0.83116,0.0056539,0.0056539,0.0056539
441,10352.5,1.27458,0.66122,0.82978,0.88778,0.67012,0.75372,0.43753,1.3885,0.67216,0.83126,0.005644,0.005644,0.005644
442,10375.1,1.2744,0.66315,0.83097,0.88856,0.6695,0.7541,0.43734,1.38957,0.67162,0.8313,0.0056341,0.0056341,0.0056341
443,10398.2,1.27464,0.6567,0.82897,0.88769,0.6702,0.75403,0.43643,1.3889,0.67069,0.83127,0.0056242,0.0056242,0.0056242
444,10421,1.27589,0.66024,0.82918,0.8882,0.66893,0.75407,0.43693,1.39052,0.67025,0.83126,0.0056143,0.0056143,0.0056143
445,10443.6,1.27578,0.66046,0.82856,0.88774,0.66975,0.75366,0.43727,1.39005,0.67097,0.83124,0.0056044,0.0056044,0.0056044
446,10466.8,1.26513,0.6533,0.82827,0.88768,0.66988,0.75402,0.43811,1.38912,0.67061,0.83116,0.0055945,0.0055945,0.0055945
447,10489.5,1.27074,0.65898,0.82924,0.88817,0.66975,0.75411,0.43803,1.3889,0.66977,0.83113,0.0055846,0.0055846,0.0055846
448,10512.1,1.2671,0.65494,0.82866,0.88854,0.66951,0.75455,0.43763,1.38931,0.67049,0.83098,0.0055747,0.0055747,0.0055747
449,10535.5,1.28226,0.66327,0.82995,0.88786,0.66824,0.7546,0.43686,1.38825,0.66977,0.83088,0.0055648,0.0055648,0.0055648
450,10558.5,1.2702,0.65892,0.82988,0.88867,0.66819,0.75508,0.43619,1.38808,0.66848,0.83103,0.0055549,0.0055549,0.0055549
451,10581.4,1.25971,0.65728,0.82716,0.88782,0.66888,0.75533,0.43691,1.38749,0.66737,0.83102,0.005545,0.005545,0.005545
452,10604.6,1.27327,0.66311,0.83269,0.89881,0.67117,0.76242,0.43683,1.38811,0.66689,0.83112,0.0055351,0.0055351,0.0055351
453,10627.2,1.27422,0.66384,0.83135,0.8977,0.67251,0.76255,0.43766,1.38795,0.6675,0.83104,0.0055252,0.0055252,0.0055252
454,10649.7,1.26855,0.66439,0.83006,0.89833,0.66938,0.7626,0.43776,1.38779,0.66738,0.83102,0.0055153,0.0055153,0.0055153
455,10672.4,1.28667,0.6661,0.83092,0.89841,0.6727,0.76373,0.43739,1.38857,0.66672,0.83105,0.0055054,0.0055054,0.0055054
456,10695.6,1.27453,0.66026,0.82757,0.89854,0.66904,0.76318,0.43778,1.38856,0.66568,0.83107,0.0054955,0.0054955,0.0054955
457,10718.5,1.27207,0.66272,0.83063,0.89818,0.67271,0.7639,0.43876,1.38791,0.66459,0.83115,0.0054856,0.0054856,0.0054856
458,10740.2,1.26267,0.65693,0.83083,0.89925,0.67197,0.76438,0.43843,1.38918,0.66525,0.83115,0.0054757,0.0054757,0.0054757
459,10763.4,1.26068,0.64678,0.83089,0.89959,0.67093,0.76379,0.43823,1.38841,0.66444,0.83107,0.0054658,0.0054658,0.0054658
460,10785.9,1.26702,0.65667,0.83036,0.89861,0.66965,0.7635,0.43903,1.38665,0.66457,0.83108,0.0054559,0.0054559,0.0054559
461,10808.1,1.27358,0.65898,0.83244,0.89946,0.6708,0.76411,0.43885,1.38605,0.66328,0.83101,0.005446,0.005446,0.005446
462,10831,1.26933,0.65663,0.82934,0.89962,0.66943,0.76413,0.43839,1.38596,0.66307,0.83099,0.0054361,0.0054361,0.0054361
463,10853.1,1.26452,0.65473,0.82835,0.90008,0.66812,0.76366,0.44098,1.3866,0.66152,0.83095,0.0054262,0.0054262,0.0054262
464,10875.6,1.26718,0.65762,0.82852,0.90219,0.66925,0.76413,0.44074,1.38829,0.66184,0.83105,0.0054163,0.0054163,0.0054163
465,10898.7,1.25237,0.64771,0.82718,0.90725,0.66851,0.76424,0.44022,1.38699,0.66122,0.83095,0.0054064,0.0054064,0.0054064
466,10921.8,1.27259,0.65959,0.82951,0.90931,0.66968,0.76421,0.44098,1.38649,0.66116,0.83089,0.0053965,0.0053965,0.0053965
467,10944.3,1.27294,0.65757,0.82924,0.91277,0.66995,0.7656,0.44049,1.38541,0.66181,0.83083,0.0053866,0.0053866,0.0053866
468,10966.8,1.24739,0.65168,0.8265,0.8987,0.66359,0.75679,0.43957,1.3842,0.66145,0.83085,0.0053767,0.0053767,0.0053767
469,10989.3,1.26568,0.65606,0.82992,0.89654,0.66402,0.75712,0.44006,1.3842,0.66026,0.83084,0.0053668,0.0053668,0.0053668
470,11011.7,1.25575,0.65229,0.82799,0.89702,0.66445,0.75764,0.44002,1.38545,0.65927,0.83087,0.0053569,0.0053569,0.0053569
471,11034.2,1.24293,0.64373,0.82548,0.89469,0.66481,0.75802,0.44044,1.38502,0.65941,0.83074,0.005347,0.005347,0.005347
472,11056.9,1.25614,0.65338,0.82944,0.8976,0.66489,0.7581,0.44033,1.38431,0.65949,0.83065,0.0053371,0.0053371,0.0053371
473,11079,1.25407,0.65284,0.82903,0.89522,0.66532,0.758,0.44048,1.38409,0.6585,0.83059,0.0053272,0.0053272,0.0053272
474,11100.7,1.25922,0.65249,0.82932,0.90269,0.66392,0.75755,0.43946,1.38502,0.65885,0.83068,0.0053173,0.0053173,0.0053173
475,11123.2,1.26092,0.65014,0.82794,0.91318,0.66968,0.76522,0.43963,1.38443,0.65874,0.83066,0.0053074,0.0053074,0.0053074
476,11145.8,1.25557,0.64722,0.82632,0.91297,0.67012,0.76684,0.44068,1.38436,0.65807,0.83066,0.0052975,0.0052975,0.0052975
477,11168,1.2513,0.6495,0.82726,0.91358,0.67073,0.76672,0.44046,1.38646,0.65709,0.83078,0.0052876,0.0052876,0.0052876
478,11190.9,1.25973,0.65289,0.82718,0.91338,0.67024,0.76635,0.43919,1.38484,0.65775,0.83072,0.0052777,0.0052777,0.0052777
479,11213.6,1.2549,0.64956,0.82472,0.91332,0.67133,0.76623,0.44015,1.38511,0.65753,0.83065,0.0052678,0.0052678,0.0052678
480,11236,1.2668,0.6588,0.83022,0.91349,0.67055,0.76543,0.43972,1.38372,0.65817,0.8307,0.0052579,0.0052579,0.0052579
481,11258.8,1.24725,0.64329,0.8253,0.91352,0.67055,0.76554,0.43822,1.38269,0.65824,0.83063,0.005248,0.005248,0.005248
482,11281.3,1.24205,0.64854,0.82781,0.91387,0.6709,0.76512,0.43896,1.38347,0.6575,0.8307,0.0052381,0.0052381,0.0052381
483,11304.5,1.24774,0.64851,0.82665,0.91434,0.67075,0.76525,0.43874,1.38265,0.6575,0.83064,0.0052282,0.0052282,0.0052282
484,11327.6,1.25069,0.6411,0.82767,0.91353,0.67151,0.76526,0.43945,1.38274,0.6571,0.83073,0.0052183,0.0052183,0.0052183
485,11350.2,1.25668,0.65641,0.8257,0.9142,0.67055,0.7651,0.43693,1.38424,0.65693,0.83075,0.0052084,0.0052084,0.0052084
486,11373.1,1.23883,0.63468,0.8276,0.89164,0.67402,0.76554,0.43851,1.38271,0.65641,0.83065,0.0051985,0.0051985,0.0051985
487,11395.8,1.24633,0.64169,0.82771,0.89192,0.67359,0.76502,0.43829,1.38209,0.65621,0.83059,0.0051886,0.0051886,0.0051886
488,11419.5,1.2516,0.65048,0.82457,0.89223,0.67415,0.76541,0.43858,1.38183,0.65599,0.83062,0.0051787,0.0051787,0.0051787
489,11442.6,1.23006,0.63784,0.82439,0.89763,0.67402,0.76534,0.43857,1.38112,0.65618,0.83052,0.0051688,0.0051688,0.0051688
490,11465.2,1.24045,0.64164,0.82704,0.89758,0.67463,0.76593,0.43869,1.38149,0.65666,0.83048,0.0051589,0.0051589,0.0051589
491,11489.2,1.23644,0.64098,0.82458,0.89633,0.67576,0.76696,0.43847,1.38099,0.65608,0.83041,0.005149,0.005149,0.005149
492,11512.8,1.24191,0.64532,0.82771,0.90085,0.67576,0.76694,0.4391,1.3812,0.65578,0.83031,0.0051391,0.0051391,0.0051391
493,11535.5,1.24223,0.64001,0.82495,0.9002,0.67576,0.76685,0.43834,1.38073,0.65494,0.83031,0.0051292,0.0051292,0.0051292
494,11558.3,1.24877,0.64775,0.82664,0.90011,0.67576,0.767,0.43867,1.38131,0.65495,0.83039,0.0051193,0.0051193,0.0051193
495,11581.2,1.23688,0.63895,0.82548,0.8995,0.67533,0.76664,0.43796,1.38094,0.65427,0.83033,0.0051094,0.0051094,0.0051094
496,11604.2,1.23412,0.63803,0.82711,0.89453,0.67533,0.76677,0.43805,1.38205,0.65334,0.83035,0.0050995,0.0050995,0.0050995
497,11626.7,1.25255,0.64239,0.82807,0.92195,0.66244,0.76604,0.43888,1.38106,0.65379,0.83038,0.0050896,0.0050896,0.0050896
498,11649.5,1.24399,0.64586,0.82416,0.88401,0.67507,0.76598,0.44012,1.37948,0.65333,0.83035,0.0050797,0.0050797,0.0050797
499,11672.7,1.22579,0.63772,0.8248,0.9221,0.66254,0.76644,0.43859,1.38024,0.65352,0.83027,0.0050698,0.0050698,0.0050698
500,11695.6,1.24041,0.63777,0.824,0.88361,0.67699,0.76652,0.43882,1.37989,0.65368,0.83018,0.0050599,0.0050599,0.0050599
501,11718.4,1.23301,0.64388,0.82549,0.92157,0.66249,0.76563,0.43919,1.3785,0.65282,0.83021,0.00505,0.00505,0.00505
502,11741.5,1.22726,0.63572,0.82161,0.88308,0.67726,0.76659,0.4396,1.37905,0.65405,0.83026,0.0050401,0.0050401,0.0050401
503,11764.3,1.23303,0.64647,0.82501,0.88303,0.67715,0.76669,0.43926,1.37837,0.65323,0.8302,0.0050302,0.0050302,0.0050302
504,11787.3,1.24734,0.65236,0.82745,0.92115,0.66315,0.76645,0.43946,1.37817,0.65344,0.83006,0.0050203,0.0050203,0.0050203
505,11810.7,1.23015,0.64017,0.82594,0.92002,0.66315,0.76656,0.43937,1.37828,0.65249,0.83009,0.0050104,0.0050104,0.0050104
506,11833.6,1.22893,0.63631,0.8266,0.91959,0.6637,0.76683,0.44032,1.37759,0.65191,0.83003,0.0050005,0.0050005,0.0050005
507,11856.2,1.24137,0.63427,0.82617,0.91862,0.66414,0.76749,0.44017,1.37748,0.65096,0.83005,0.0049906,0.0049906,0.0049906
508,11879.7,1.23172,0.64363,0.82535,0.92086,0.66359,0.76757,0.44245,1.37643,0.65079,0.82994,0.0049807,0.0049807,0.0049807
509,11902.5,1.24375,0.63853,0.8266,0.92019,0.66359,0.76733,0.44272,1.37583,0.65048,0.82996,0.0049708,0.0049708,0.0049708
510,11925.4,1.23765,0.63836,0.82674,0.92123,0.66331,0.7675,0.44269,1.37684,0.65045,0.83002,0.0049609,0.0049609,0.0049609
511,11948.8,1.22708,0.63898,0.82634,0.92072,0.66359,0.76757,0.44323,1.37677,0.65121,0.82992,0.004951,0.004951,0.004951
512,11971.3,1.22977,0.63417,0.82551,0.9208,0.66388,0.76766,0.44382,1.37806,0.65116,0.82994,0.0049411,0.0049411,0.0049411
513,11994.2,1.22223,0.63507,0.82489,0.9029,0.6737,0.76766,0.4454,1.37745,0.65036,0.82989,0.0049312,0.0049312,0.0049312
514,12017,1.23144,0.64532,0.82581,0.92111,0.66426,0.76771,0.44531,1.37794,0.6509,0.82991,0.0049213,0.0049213,0.0049213
515,12039.9,1.22866,0.63957,0.82465,0.91974,0.66716,0.76835,0.44441,1.37657,0.65129,0.82987,0.0049114,0.0049114,0.0049114
516,12062.7,1.23788,0.63994,0.8262,0.92009,0.66706,0.76859,0.4451,1.37561,0.65014,0.82988,0.0049015,0.0049015,0.0049015
517,12086.6,1.23259,0.63758,0.82516,0.9194,0.66729,0.76888,0.44527,1.37685,0.65006,0.82982,0.0048916,0.0048916,0.0048916
518,12110,1.21929,0.62543,0.82565,0.91764,0.66844,0.76897,0.44501,1.37642,0.65015,0.82975,0.0048817,0.0048817,0.0048817
519,12132.8,1.22306,0.6303,0.82386,0.91899,0.66899,0.76974,0.44512,1.37617,0.64951,0.82969,0.0048718,0.0048718,0.0048718
520,12156,1.20544,0.62249,0.82487,0.91838,0.66796,0.76929,0.44376,1.37599,0.64949,0.82965,0.0048619,0.0048619,0.0048619
521,12179,1.21964,0.63193,0.82406,0.91776,0.66775,0.76968,0.44333,1.37596,0.64971,0.82958,0.004852,0.004852,0.004852
522,12202.4,1.20495,0.61472,0.82214,0.91848,0.66793,0.77025,0.44389,1.37582,0.64912,0.82956,0.0048421,0.0048421,0.0048421
523,12224.9,1.21559,0.62546,0.82434,0.92012,0.66855,0.77065,0.44343,1.37534,0.64878,0.82952,0.0048322,0.0048322,0.0048322
524,12248.5,1.21477,0.62562,0.82353,0.91947,0.66914,0.77026,0.44349,1.37377,0.64788,0.8297,0.0048223,0.0048223,0.0048223
525,12271.4,1.22278,0.63442,0.82507,0.91925,0.66927,0.77056,0.44292,1.37259,0.64824,0.82958,0.0048124,0.0048124,0.0048124
526,12294.5,1.20911,0.62342,0.82607,0.92192,0.66879,0.77049,0.44354,1.37185,0.64718,0.82965,0.0048025,0.0048025,0.0048025
527,12317.6,1.22026,0.62525,0.8226,0.9202,0.67041,0.77086,0.44592,1.37095,0.64674,0.82967,0.0047926,0.0047926,0.0047926
528,12340.7,1.21445,0.63071,0.82261,0.92079,0.66966,0.77041,0.44488,1.3713,0.64534,0.8296,0.0047827,0.0047827,0.0047827
529,12363.2,1.2281,0.63389,0.82518,0.9212,0.66924,0.76984,0.44462,1.37168,0.64607,0.82961,0.0047728,0.0047728,0.0047728
530,12386.7,1.21683,0.63081,0.82674,0.92024,0.67053,0.77059,0.44489,1.37282,0.64545,0.82963,0.0047629,0.0047629,0.0047629
531,12410.1,1.21645,0.62947,0.82458,0.92095,0.66992,0.77034,0.44478,1.37257,0.64434,0.82959,0.004753,0.004753,0.004753
532,12432.9,1.21504,0.62768,0.82203,0.91998,0.67,0.77021,0.44461,1.37169,0.64408,0.8295,0.0047431,0.0047431,0.0047431
533,12455.9,1.20194,0.61966,0.82227,0.9195,0.67053,0.77031,0.44395,1.37204,0.64403,0.82946,0.0047332,0.0047332,0.0047332
534,12478.9,1.21254,0.62663,0.82492,0.91866,0.6701,0.76967,0.44372,1.37078,0.6439,0.82921,0.0047233,0.0047233,0.0047233
535,12501.6,1.21738,0.62571,0.82671,0.91885,0.67047,0.76992,0.44455,1.37029,0.64385,0.82936,0.0047134,0.0047134,0.0047134
536,12524.5,1.23123,0.6337,0.82479,0.91837,0.67096,0.77037,0.44434,1.37028,0.64333,0.82932,0.0047035,0.0047035,0.0047035
537,12547.1,1.20682,0.61994,0.82485,0.91873,0.67053,0.7698,0.44507,1.36874,0.64326,0.82918,0.0046936,0.0046936,0.0046936
538,12570.1,1.20046,0.61688,0.82308,0.91946,0.67053,0.76961,0.44624,1.36835,0.64283,0.82929,0.0046837,0.0046837,0.0046837
539,12592.8,1.2135,0.62703,0.82399,0.91899,0.67053,0.76983,0.44636,1.36778,0.6435,0.82911,0.0046738,0.0046738,0.0046738
540,12615.6,1.19967,0.62686,0.82206,0.92043,0.6714,0.77097,0.44632,1.36906,0.64311,0.82911,0.0046639,0.0046639,0.0046639
541,12638.2,1.2155,0.63219,0.82491,0.91924,0.67053,0.77232,0.44683,1.36909,0.6436,0.82908,0.004654,0.004654,0.004654
542,12661.5,1.20263,0.6199,0.8217,0.91977,0.67119,0.77207,0.44619,1.36698,0.64273,0.82898,0.0046441,0.0046441,0.0046441
543,12684.9,1.20606,0.61546,0.82196,0.91996,0.67096,0.77258,0.44571,1.36677,0.64297,0.82895,0.0046342,0.0046342,0.0046342
544,12708.7,1.20335,0.62063,0.82188,0.92023,0.6714,0.77261,0.44685,1.36669,0.64259,0.82892,0.0046243,0.0046243,0.0046243
545,12731.3,1.19607,0.62402,0.82419,0.92604,0.66793,0.77284,0.4459,1.36787,0.64349,0.82894,0.0046144,0.0046144,0.0046144
546,12754.8,1.20735,0.61782,0.82514,0.92437,0.66875,0.7726,0.44609,1.36871,0.64327,0.82898,0.0046045,0.0046045,0.0046045
547,12778.2,1.20132,0.62013,0.81921,0.92443,0.66866,0.77282,0.44669,1.36884,0.64344,0.82895,0.0045946,0.0045946,0.0045946
548,12801,1.19772,0.61487,0.82273,0.9185,0.67096,0.77243,0.44773,1.36765,0.64376,0.82893,0.0045847,0.0045847,0.0045847
549,12824.5,1.20703,0.62263,0.82392,0.91848,0.6714,0.77338,0.44779,1.36786,0.64405,0.8289,0.0045748,0.0045748,0.0045748
550,12848,1.19563,0.61742,0.82113,0.91981,0.67183,0.77422,0.44784,1.36766,0.64311,0.82884,0.0045649,0.0045649,0.0045649
551,12870.5,1.20259,0.6127,0.82064,0.91807,0.67183,0.77338,0.44787,1.36747,0.64349,0.8289,0.004555,0.004555,0.004555
552,12893.7,1.2016,0.61561,0.82243,0.91753,0.67183,0.77296,0.4483,1.36667,0.64325,0.82886,0.0045451,0.0045451,0.0045451
553,12916.6,1.21259,0.62559,0.82343,0.91716,0.67183,0.77342,0.44931,1.3674,0.64357,0.82882,0.0045352,0.0045352,0.0045352
554,12939.6,1.19757,0.62245,0.82229,0.91638,0.67178,0.77304,0.44853,1.36699,0.64301,0.82885,0.0045253,0.0045253,0.0045253
555,12961.5,1.19437,0.6163,0.82184,0.91667,0.6775,0.77337,0.44813,1.36638,0.64457,0.82883,0.0045154,0.0045154,0.0045154
556,12984.2,1.20031,0.61973,0.82348,0.91751,0.6747,0.77307,0.44847,1.36552,0.64342,0.82889,0.0045055,0.0045055,0.0045055
